k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd_flat.mocap_pos.1,Bus_Cmd_flat.mocap_pos.2,Bus_Cmd_flat.mocap_pos.3,Bus_Cmd_flat.q_ext.1,Bus_Cmd_flat.q_ext.2,Bus_Cmd_flat.q_ext.3,Bus_Cmd_flat.q_ext.4,Bus_Cmd_flat.p_ref.1,Bus_Cmd_flat.p_ref.2,Bus_Cmd_flat.p_ref.3,Bus_Cmd_flat.v_ref.1,Bus_Cmd_flat.v_ref.2,Bus_Cmd_flat.v_ref.3,Bus_Cmd_flat.a_ref.1,Bus_Cmd_flat.a_ref.2,Bus_Cmd_flat.a_ref.3,Bus_Cmd_flat.j_ref.1,Bus_Cmd_flat.j_ref.2,Bus_Cmd_flat.j_ref.3,Bus_Cmd_flat.s_ref.1,Bus_Cmd_flat.s_ref.2,Bus_Cmd_flat.s_ref.3,Bus_Cmd_flat.yaw_ref.1,Bus_Cmd_flat.yaw_ref.2,Bus_Cmd_flat.yaw_ref.3,Bus_Cmd_flat.estop.1,Bus_Cmd_flat.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
951,0.95100000000000007,0.12705476925215478,0.087440439655267821,0.52031824480228961,0.47599554439448555,-0.37547111396897659,0.12870323190635141,0.021362956633198035,-0.017700735496078372,0.010376293221839045,0.98316682662346366,-0.0041513118269268946,-0.0013837706089756313,0.18265772038478334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.1706207890168,1204.7480854182268,1232.8085403156576,1210.9714002436237,0,43.628163288591225,43.269349519873025,44.467807654867919,43.534397472081899
952,0.95200000000000007,0.12933963191663553,0.081434616891716563,0.52042352395458635,0.55608045864927302,-0.68285721311690561,0.13533919422649393,0.021362956633198035,-0.017700735496078372,0.010376293221839045,0.98316682662346366,-0.0041513118269268946,-0.0013837706089756313,0.18265772038478334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6315041082719,1203.8807389835119,1232.5546147028722,1211.3445052905709,0,43.605172614312423,43.232443550814821,44.456923614187346,43.550301398382693
953,0.95300000000000007,0.12504950034232568,0.085845798348194433,0.52418168967945733,0.3405770406288085,-0.5224728063398375,0.3062521061827107,0.021362956633198035,-0.017700735496078372,0.010376293221839045,0.98316682662346366,-0.0041513118269268946,-0.0013837706089756313,0.18265772038478334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.1670959005235,1203.6185368521183,1232.7614118165507,1209.5742363558495,0,43.628012959032993,43.221288368008445,44.465787527261817,43.474855780310364
954,0.95400000000000007,0.13332541518487903,0.088422764251118016,0.51786931001318759,0.69015785445254296,-0.44521165337762636,0.02435664337635185,0.021362956633198035,-0.017700735496078372,0.010376293221839045,0.98316682662346366,-0.0041513118269268946,-0.0013837706089756313,0.18265772038478334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.0474515173021,1203.3837442883034,1230.863838362852,1210.5799791930822,0,43.622910442730749,43.211299946727351,44.384469808146747,43.517714459455604
955,0.95500000000000007,0.1327359458866226,0.085007732219116491,0.52446456308503431,0.641116998490045,-0.63803883411443663,0.32288208923172057,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.6104997119837,1201.861637459353,1231.4572851080268,1209.6498844445396,0,43.646924334009718,43.146562019495406,44.409896830244143,43.478079056729676
956,0.95600000000000007,0.13098192098393288,0.085681363210963923,0.5175217093145732,0.53969934077836679,-0.64767423558618598,0.012675542120338223,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.5813511265483,1202.5714447867279,1230.1837870901447,1210.0023123632495,0,43.603033999240921,43.176748217731493,44.355336871747653,43.493096428835671
957,0.95700000000000007,0.1281893883068804,0.089287950414776524,0.51568831020921857,0.39154640368572047,-0.52608528797323983,-0.067762510873352305,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.4435276794309,1202.8599722938654,1229.5518001627479,1209.2312571600644,0,43.597157097604516,43.189020104745062,44.328267549167862,43.460242629951651
958,0.95800000000000007,0.13093570492904086,0.088614618652207364,0.52928124804962373,0.49239161235910039,-0.5975999475420859,0.54547352166691465,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.5916640910384,1200.2855973053317,1230.6999357642005,1207.2038452575052,0,43.688779145801647,43.079557121245578,44.377447865485351,43.373888147053862
959,0.95900000000000007,0.13502108417241107,0.092680393236250061,0.52126950593025068,0.6533704988120328,-0.45666123458117397,0.18725666856942452,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.2195259982207,1200.6792832294489,1228.7074561211061,1207.9592745920111,0,43.672903115550085,43.096292000873127,44.292109396818688,43.406059198764275
960,0.95999999999999996,0.12951668789427415,0.09350905751535149,0.52029694602993704,0.38304743382648176,-0.46190896473931276,0.14557944496537426,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1216.6221508452163,1201.1068986345106,1226.2343295226151,1204.9911914592167,0,43.775429975402794,43.114471097148488,44.186245547692835,43.279695275713237
961,0.96099999999999997,0.13792237744578614,0.090266733850050643,0.52152261990587134,0.73810742357942016,-0.65081324131721918,0.20276663475425233,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1217.1225809936172,1199.5856364102374,1225.5204440659322,1205.4798470487324,0,43.796792764626638,43.049807263018018,44.155699738814171,43.300492745328597
962,0.96199999999999997,0.13293234943326912,0.092717421002383893,0.52452113978910975,0.49073444046411052,-0.58428806998741134,0.33969289560694427,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1217.3916828388321,1199.3069534653066,1225.6914683132707,1204.06951791191,0,43.808281555097182,43.037964135670755,44.163017031318063,43.240475470574388
963,0.96299999999999997,0.1308574205172213,0.094066154111815944,0.52335350100524702,0.37437924319775595,-0.56781574260098566,0.28930990627890807,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1217.2380570837925,1199.3699115725303,1225.1578090057753,1203.4683915373289,0,43.801722698472801,43.040639577550039,44.140185421720339,43.214900895259085
964,0.96399999999999997,0.13093962317540855,0.097686246422035147,0.52279689192310141,0.35499399487702044,-0.44963967929024173,0.26643153721454033,0.02380443739127781,-0.018311105685598315,0.016479995117038484,0.98265642150110688,-0.0013837706089756311,0.0013837706089756311,0.18542526160273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1217.5454694550847,1199.246716181319,1224.4575033002218,1202.7613790548753,0,43.814847540030968,43.035404357676704,44.110228921928055,43.184826553571867
965,0.96499999999999997,0.13690831799024519,0.094240414235456829,0.51881003246073809,0.60031446200870109,-0.64953342249500512,0.08934344266183003,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1216.7016908489193,1198.8500856533969,1223.580551045651,1203.6767762553347,0,43.778825262457701,43.018550577537177,44.07272375601876,43.223766052003235
966,0.96599999999999997,0.13583218051956977,0.098764070795866896,0.51460822151476093,0.52892092461973794,-0.49132686106930679,-0.09737104831138868,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1216.0109775741962,1199.4448645819723,1222.802081369641,1203.3543930297669,0,43.749343433426546,43.043824806837733,44.039437558363034,43.210051343711541
967,0.96699999999999997,0.13900284253737574,0.1005699000539317,0.51991661756677132,0.64859917121732702,-0.45548787063956075,0.14359176278955871,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1216.7132405815703,1198.1553727034218,1223.1058495341877,1202.4071167113143,0,43.779318286308708,42.989034740452674,44.052425435510884,43.169759292262228
968,0.96799999999999997,0.13540793949292698,0.10100339934018414,0.51598666550464622,0.4642205381220107,-0.48142081334480524,-0.030806281811685404,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1215.4767225404603,1198.748239598717,1222.7084767876295,1202.2633932837568,0,43.726543344132111,43.014223174778081,44.035435616475993,43.163646933040681
969,0.96899999999999997,0.13904871887669809,0.10333580718195963,0.51810629463439339,0.60541022224455776,-0.42194109826620813,0.066871320921051552,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1215.838040866623,1197.8873127244071,1222.5255639762302,1201.7407472187119,0,43.741962770438839,42.97764726514233,44.027615696403402,43.141421435864046
970,0.96999999999999997,0.13535739192255128,0.10181909411373298,0.51943945062518937,0.41716203852203182,-0.53542769241317723,0.12923949933818921,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.4010794635342,1197.3158911559324,1224.1035716751435,1201.5737845194587,0,43.59534711401799,42.953375307942579,44.095091086424823,43.134321990167059
971,0.97099999999999997,0.13680426704453044,0.10429454599681695,0.51855718401919215,0.46025042690227441,-0.46921491431730217,0.092046828211557699,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.2090041413937,1197.1772433880744,1223.6724319482983,1201.1565138526566,0,43.587157308272495,42.947486586134893,44.076652886550356,43.116580505783439
972,0.97199999999999998,0.13866560609322989,0.10160711587825051,0.51413765131353906,0.52229544556457763,-0.63490342129130162,-0.10414299775653779,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.0785949788064,1197.2753211614568,1222.9585802527545,1201.7442580375509,0,43.538966583571714,42.951652175610249,44.04612867981978,43.141570723211018
973,0.97299999999999998,0.13773407619784198,0.10206327306699749,0.52159130049200375,0.4590895487997127,-0.65894174715186904,0.23361259872719914,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.6915517354237,1196.1763043350654,1223.8872015428171,1200.1003246816169,0,43.565095931539901,42.904980456129337,44.085837505941171,43.071682106830494
974,0.97399999999999998,0.13951694434836173,0.10576010360397743,0.51577341168181368,0.51827093829342463,-0.5369365181689939,-0.02533702983599681,0.021973326822717978,-0.018311105685598315,0.021362956633198035,0.98126412254246764,-0.0096863942628294189,-0.0055350824359025252,0.19234411464761275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.9821387641875,1196.7549607679794,1222.7128463092463,1200.2681047729886,0,43.534855189391394,42.929552479315532,44.035622427528011,43.078813584837917
975,0.97499999999999998,0.14049919056796681,0.10299702880238243,0.5148712683406389,0.54177381578486272,-0.70506773200134232,-0.063187852733115446,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.5114398756475,1196.2962465887902,1222.3983536854953,1200.359442113762,0,43.514793374115875,42.910073371739628,44.022177397524253,43.082696000896107
976,0.97599999999999998,0.13834667041335716,0.10934055012580519,0.51932684800487927,0.42462323230400495,-0.46337368343812568,0.13993334048658057,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.4098428469251,1195.7826015817145,1222.622865433777,1198.5811791403587,0,43.553086626279992,42.888264401839287,44.031775499196385,43.007125082705514
977,0.97699999999999998,0.13992697973188686,0.10863885764289839,0.51845626246425258,0.47560162147162793,-0.53813740191792347,0.10361688970575933,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.197389398109,1195.3393553735179,1222.1748299751694,1198.5467998628731,0,43.544030272614478,42.869446847999477,44.012622087383946,43.005664408508558
978,0.97799999999999998,0.13686541951906114,0.10828290092576795,0.51822483663592089,0.31810724480742281,-0.59702916148794694,0.096097162732086669,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.7751448314305,1195.3561573951145,1222.1157809221361,1197.8758055600924,0,43.526032530697456,42.87016012075231,44.010097919098442,42.977158446194245
979,0.97899999999999998,0.13890014289351163,0.11375345245579907,0.51535799139288285,0.38999414216197614,-0.39361356985989293,-0.029870183125603939,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.9072419415379,1195.4448889125665,1221.1133251472061,1197.5418249702648,0,43.531662823407018,42.873926967524724,43.967251833453979,42.962971743143846
980,0.97999999999999998,0.14284856930449072,0.11424665437935884,0.517165645957822,0.5481254455804756,-0.41370549186505978,0.054410457052998684,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.9361803029951,1193.8437041626789,1218.5089706663036,1196.1735397385751,0,43.660816140299794,42.805966523115188,43.855990566477658,42.904863069370755
981,0.98099999999999998,0.14210083441693369,0.11673453812970985,0.51797602832306577,0.49525675203571634,-0.34381105938799444,0.093903860832348848,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.057195460892,1193.4046997872524,1218.276266763241,1195.6053751222616,0,43.665978302870506,42.787338423574312,43.846052804345227,42.8807401781728
982,0.98199999999999998,0.14207888960026324,0.11122936033675905,0.51580960543448151,0.47517249955598939,-0.63303684857418441,-0.00040033746830651917,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.068502094123,1193.0981471898046,1217.9762216003815,1196.1057581312473,0,43.623808182683099,42.774331857680124,43.833240073583013,42.90198503984697
983,0.98299999999999998,0.14435002917673864,0.11337041706965539,0.50917748501576199,0.55834300840655937,-0.57813964094263526,-0.2954498091764225,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.4277727415183,1193.5311628629188,1216.5546466704677,1196.6619372415876,0,43.59648530782939,42.792704363565889,43.772548510871211,42.925602086329555
984,0.98399999999999999,0.14371750185685186,0.11330285872534265,0.52079045577869776,0.51110037160019695,-0.62223022925312055,0.22996435702499313,0.02380443739127781,-0.016479995117038484,0.025025177770317698,0.9802137168430699,-0.0041513118269268946,-0.0027675412179512626,0.19787919708351528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.8077353254221,1191.6354897936112,1217.9202308047027,1194.660192310278,0,43.655337219333212,42.712287764491919,43.830849226753607,42.840617892139221
985,0.98499999999999999,0.14136713913427681,0.11419811244923248,0.51314142782081329,0.38678373708737884,-0.62267860526690488,-0.11068964547488234,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6320371910319,1192.5149092677502,1216.6424243868828,1195.1817634530159,0,43.60519534608737,42.749588809439565,43.776295376002118,42.862756969794603
986,0.98599999999999999,0.143988009153351,0.11602576897997363,0.51565108098045975,0.48619640827579191,-0.58082497165663705,0.0055123632590277204,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.2903180506776,1191.5498082800077,1216.3776007965757,1194.6557190818628,0,43.633268222555557,42.708653993223344,43.764991418282797,42.840428030432491
987,0.98699999999999999,0.1463809999430559,0.11912855746105366,0.51442551044539886,0.57558563502116966,-0.48122967579691467,-0.046177032768751916,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.530497716677,1191.0832965190807,1215.5445972080374,1194.6408234068062,0,43.643512052163622,42.688870549626145,43.729439817125616,42.839795799990874
988,0.98799999999999999,0.14135203938149313,0.11384095840214167,0.51463819128104427,0.33149753654559266,-0.75848087338860137,-0.033126475803919038,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6297635472497,1190.8843234729532,1215.7898536179011,1194.4266553685152,0,43.605098393135577,42.680433395563981,43.739906274205488,42.830705945007551
989,0.98899999999999999,0.14592308147637703,0.12053597613537326,0.5093665288013427,0.51937295204517264,-0.49646314232644834,-0.26661313480729354,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.8887525402122,1191.0284710655792,1214.0891507622393,1194.6785701340625,0,43.616142594801531,42.68654571481634,43.667341452111664,42.841397922805783
990,0.98999999999999999,0.14175805355921925,0.11777147425526815,0.51334498467974499,0.31475565632546365,-0.65931091285577903,-0.084088998626236686,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.9334857614908,1189.6463464303429,1215.2386146764052,1194.4402912567102,0,43.532781420272897,42.627948636748961,43.716382767748108,42.831284672906314
991,0.99099999999999999,0.14230871586839774,0.12692275504895956,0.51015322263902751,0.32255298073364913,-0.28584450378808812,-0.22390470708944193,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.4049809555704,1189.9683687737006,1213.9680560315001,1193.8757843208368,0,43.552879370574935,42.641599336272655,43.662175852590828,42.807327851102372
992,0.99199999999999999,0.14840467276022698,0.12164094525342622,0.51518406426159657,0.58010611680713264,-0.56084190794723088,0.0060901518316544279,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.9776495660983,1187.9489522167089,1214.1357878580661,1194.0825485658372,0,43.577293233541958,42.556014078147825,43.669330917540115,42.816102205741494
993,0.99299999999999999,0.14477290733442635,0.12598518807733078,0.51624021845462564,0.40068764194884809,-0.40245488569232535,0.057436103717113815,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.136457133724,1187.8467677168937,1213.9973682092077,1193.1165291844679,0,43.58406411768474,42.551684573176537,43.663426222237298,42.775111748888207
994,0.99399999999999999,0.14664179184363349,0.12696733611195726,0.51715382035650015,0.46908618582782402,-0.39470017117007061,0.10244859159626296,0.02380443739127781,-0.017700735496078372,0.029908139286477248,0.98049985888275248,0.0013837706089756311,-0.0027675412179512622,0.1964954264745396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.4152864938903,1187.0617345820385,1213.5990135553766,1192.9776728021889,0,43.595952896790088,42.518426959421276,43.646434416845722,42.769220594037925
995,0.995,0.14102208959506748,0.11771927618854881,0.51294904015472009,0.20126512133505775,-0.8464080501693837,-0.082613108085604139,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.8710947008465,1187.6967419934972,1213.2955504490428,1193.186024978261,0,43.530122123004652,42.545328268572149,43.633491381205737,42.778060274239145
996,0.996,0.14223107635383195,0.12666826105938772,0.51597015182236405,0.24104428833963445,-0.47933109866276269,0.057321711136679415,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.5132039415491,1187.6161041770627,1212.7515475129471,1191.1191719139536,0,43.60012812278805,42.54191190014275,43.610291597726111,42.690391838455803
997,0.997,0.14477018714792086,0.12240938177265055,0.51140108927293082,0.34120720733475468,-0.70562096877567382,-0.1439606089479023,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.9688507544995,1187.7511087888829,1211.6634130173641,1191.6190355032247,0,43.576918097494499,42.547631657644594,43.563896333138274,42.711589928249118
998,0.998,0.14698108857356476,0.1250049687197041,0.5105741109720322,0.42721232316243191,-0.62316646469050829,-0.17689527780645908,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.5113222237089,1187.6814791552936,1210.8140889548563,1190.9790861983709,0,43.600047884843192,42.544681625045321,43.527692401780143,42.684451612605791
999,0.999,0.14731342357466412,0.12957124811444237,0.51266416176231988,0.42936973076363277,-0.45157165233786473,-0.078580057934432276,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.4311149100458,1187.3875313582221,1210.4101644313446,1189.7300078528428,0,43.639273229303221,42.532228384550834,43.510477198663878,42.631494979334342
1000,1,0.14408697982024429,0.12593722940431207,0.51397782947790072,0.27214831284704094,-0.64817750663789331,-0.015090676379195492,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.8786372304096,1189.6515956686419,1210.3820438500638,1184.6774303909006,0,46.598505363868625,45.498937436225518,46.439382677672498,45.274034501308435
1001,1.0010000000000001,0.14722054462364095,0.12807637574475772,0.51097258645165156,0.40157142455722117,-0.58464114742244988,-0.14571842303666194,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.1298376381246,1189.778191516586,1209.2060205263115,1184.4855072628607,0,46.609942509381881,45.504665165405036,46.385896627999053,45.26536268164358
1002,1.002,0.15078114476411633,0.12884319837961153,0.51115377444695442,0.55086827845797415,-0.58223100908533165,-0.13297926629350437,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.6716959182022,1189.2648414209195,1208.4957772649664,1184.1679781327073,0,46.634615825118686,45.481440213540765,46.353602337666374,45.251016454807207
