k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd_flat.mocap_pos.1,Bus_Cmd_flat.mocap_pos.2,Bus_Cmd_flat.mocap_pos.3,Bus_Cmd_flat.q_ext.1,Bus_Cmd_flat.q_ext.2,Bus_Cmd_flat.q_ext.3,Bus_Cmd_flat.q_ext.4,Bus_Cmd_flat.p_ref.1,Bus_Cmd_flat.p_ref.2,Bus_Cmd_flat.p_ref.3,Bus_Cmd_flat.v_ref.1,Bus_Cmd_flat.v_ref.2,Bus_Cmd_flat.v_ref.3,Bus_Cmd_flat.a_ref.1,Bus_Cmd_flat.a_ref.2,Bus_Cmd_flat.a_ref.3,Bus_Cmd_flat.j_ref.1,Bus_Cmd_flat.j_ref.2,Bus_Cmd_flat.j_ref.3,Bus_Cmd_flat.s_ref.1,Bus_Cmd_flat.s_ref.2,Bus_Cmd_flat.s_ref.3,Bus_Cmd_flat.yaw_ref.1,Bus_Cmd_flat.yaw_ref.2,Bus_Cmd_flat.yaw_ref.3,Bus_Cmd_flat.estop.1,Bus_Cmd_flat.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
4709,4.7089999999999996,-0.026559583815494059,-0.011246156927613077,0.020466590059925766,0.69469041911461016,-0.4400235893665207,3.8100414334713344,0.0030518509475997192,0.019531846064638203,0.15015106662190619,0.87100748214559431,0,-0.0055350824359025243,0.49123856618634903,0,0,0.17151402325510423,0,0,0.8435316019165624,0,0,2.2247993408001951,0,0,-3.0152287362285226,0,0,-38.209173863948486,1.0471510971404157,0,0,0,0,944,0,1455.0701455542164,1452.5222023268047,1453.6897760593281,1454.5187423708007,0,57.921781713917518,57.798586080532068,57.855029971626301,57.895114336221475
4710,4.71,-0.030604004114750949,-0.010981635728796429,0.021510333630409634,0.52125583824175126,-0.43314254794441237,3.8588812432668145,0.0030518509475997192,0.019531846064638203,0.15015106662190619,0.87100748214559431,0,-0.0055350824359025243,0.49123856618634903,0,0,0.17151402325510423,0,0,0.8435316019165624,0,0,2.2247993408001951,0,0,-3.0152287362285226,0,0,-38.209173863948486,1.0471510971404157,0,0,0,0,944,0,1454.9008468921063,1451.9776160929728,1453.8652068372169,1454.6207282153675,0,57.913593583482928,57.772264691683652,57.8635121887027,57.900046383142538
4711,4.7110000000000003,-0.028417078585898287,-0.009288860645164071,0.024082054295501615,0.62809336108014224,-0.36205267332053653,3.9763789876849214,0.0030518509475997192,0.019531846064638203,0.15015106662190619,0.87100748214559431,0,-0.0055350824359025243,0.49123856618634903,0,0,0.17151402325510423,0,0,0.8435316019165624,0,0,2.2247993408001951,0,0,-3.0152287362285226,0,0,-38.209173863948486,1.0471510971404157,0,0,0,0,944,0,1455.2662535853958,1451.4917317797419,1453.8177368547993,1454.2066089021182,0,57.931266901108344,57.748783477441179,57.861216941719277,57.880020286894272
4712,4.7119999999999997,-0.029524859407161569,-0.0092580343622277739,0.019783956409666931,0.58685811304286251,-0.36568763101640245,3.7849209625153661,0.0030518509475997192,0.019531846064638203,0.15015106662190619,0.87100748214559431,0,-0.0055350824359025243,0.49123856618634903,0,0,0.17151402325510423,0,0,0.8435316019165624,0,0,2.2247993408001951,0,0,-3.0152287362285226,0,0,-38.209173863948486,1.0471510971404157,0,0,0,0,944,0,1454.5245911209049,1451.8974135129058,1453.3036304406073,1454.4587736960502,0,57.895397179127244,57.768388569513085,57.836360800654894,57.892214301491364
4713,4.7130000000000001,-0.02943023588694002,-0.0091045303924148502,0.016288082965802142,0.5997668088344611,-0.36378545916058441,3.6294855380573248,0.0030518509475997192,0.019531846064638203,0.15015106662190619,0.87100748214559431,0,-0.0055350824359025243,0.49123856618634903,0,0,0.17151402325510423,0,0,0.8435316019165624,0,0,2.2247993408001951,0,0,-3.0152287362285226,0,0,-38.209173863948486,1.0471510971404157,0,0,0,0,944,0,1453.9502021577778,1452.1356426472123,1452.7932156606744,1454.6893252080965,0,57.867621909984216,57.779902201481697,57.811686219641757,57.903363810262384
4714,4.7140000000000004,-0.027494215231536168,-0.00070128260492130501,0.025347605753276853,0.69555311410674125,0.0091042221093057818,4.0385619389556267,0.0030518509475997192,0.019531846064638203,0.15015106662190619,0.87100748214559431,0,-0.0055350824359025243,0.49123856618634903,0,0,0.17151402325510423,0,0,0.8435316019165624,0,0,2.2247993408001951,0,0,-3.0152287362285226,0,0,-38.209173863948486,1.0471510971404157,0,0,0,0,944,0,1455.5043981940426,1451.2864682317886,1453.0398687235836,1453.1028876484045,0,57.942785886198017,57.73886458987522,57.823609592343438,57.826656083772733
4715,4.7149999999999999,-0.031130862270268761,-0.010152429991044515,0.021439807577882164,0.54083904546131567,-0.42080196638907036,3.8645017037514307,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.9333676742858,1451.2865257601961,1453.3183945106373,1453.7475930811245,0,57.866807916833764,57.738867369733399,57.837074574111966,57.857825430429266
4716,4.7160000000000002,-0.032379333177054076,-0.0019117872010578074,0.020994829982412061,0.49359040610037153,-0.055136814916233012,3.8460971955209549,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1454.1998372388844,1451.800477647429,1452.6398744140897,1452.9809644757413,0,57.879692837696624,57.763703842960446,57.804273962841933,57.820762056869668
4717,4.7169999999999996,-0.033421667657055371,-0.0082085759266967429,0.021505760161172671,0.45568959578273671,-0.3431042577461188,3.8706224612597233,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.5957342418812,1451.3310532635269,1452.9665480718286,1453.0497966037549,0,57.850483124325599,57.74101901656995,57.820065148636374,57.824089527641476
4718,4.718,-0.02792323531280877,-0.011160052278955113,0.024937262401699412,0.71197470543866193,-0.48058799973606808,4.0264192722844605,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.9262161001,1450.295789210624,1453.0237199276562,1453.005344847177,0,57.866462119743012,57.690999280230557,57.822828926938449,57.821940642174226
4719,4.7190000000000003,-0.029876018930949932,-0.0080226559126833907,0.021813214754077465,0.63328002694307073,-0.34421747952659848,3.8873861170327948,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.45276374374,1450.8473188091025,1452.4329803707894,1452.8167219548554,0,57.843570813438227,57.717645371460179,57.794273492732529,57.81282249864293
4720,4.7199999999999998,-0.029518188946108942,-0.0077230470033427812,0.018147064896734011,0.65854588058522001,-0.33538467470687777,3.7239214443147972,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1454.0471937755694,1452.1536878763673,1450.8387236079379,1451.873616975186,0,57.872311783946103,57.780774355966003,57.717230083405411,57.767238517734128
4721,4.7210000000000001,-0.028418210583846165,-0.011452164337174303,0.021512123523461019,0.71723799555443335,-0.50763992701555383,3.8765642947880292,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1454.0231685199415,1451.3504728700093,1451.2194341039781,1451.5945560646226,0,57.87115007097001,57.741957413223545,57.735625427616874,57.753752410213927
4722,4.7219999999999995,-0.026248537541001621,-0.012687264138821597,0.022317212658422014,0.82407835187118361,-0.56767764941004295,3.9140399092804112,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.9238050780293,1450.9105662350837,1451.0966464266,1451.5120540106143,0,57.866345540731707,57.720701277859192,57.729692330062441,57.749765529346732
4723,4.7229999999999999,-0.03149909076826507,-0.0057723648552273354,0.019847829519104493,0.59730544535411945,-0.26115983297168754,3.8042194449099367,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.5642813848463,1451.8002138812105,1450.5402089088316,1450.7758215634458,0,57.848962426847642,57.763691095790115,57.702807506061156,57.714190917734264
4724,4.7240000000000002,-0.03005144623909442,-0.013824027870962652,0.022326865824598391,0.67175879813295736,-0.62752117935843255,3.916850377230777,0.0012207403790398877,0.019531846064638203,0.15686513870662558,0.87411268018585409,-0.0013837706089756313,-0.0041513118269268946,0.48570348375044659,0,0,0.18005920590838342,0,0,0.86611529892880035,0,0,2.1927549058503981,0,0,-3.3936582537308877,0,0,-37.842951750236516,1.0471510971404157,0,0,0,0,944,0,1453.1588338869867,1450.8126098341677,1451.0507329542493,1450.8786346543702,0,57.829360703123911,57.715968368609225,57.727473837768528,57.719158443627677
4725,4.7249999999999996,-0.032882346444544103,-0.010590003549550447,0.021877624948082902,0.55385498712890491,-0.48628776647814181,3.897750359506583,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1452.840921208727,1451.041948656391,1450.9460278891991,1450.2743889310048,0,57.813992281656446,57.727049392255225,57.722414688268074,57.689965439023638
4726,4.726,-0.025797662944097799,-0.01375576810252116,0.016622953491342407,0.8818350450322836,-0.63267545894554311,3.6625107281938707,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1452.2045040109272,1450.7854133455553,1450.0080145325444,1451.2913727235805,0,57.783230400757013,57.714654349820584,57.677097421181266,57.739101582349804
4727,4.7270000000000003,-0.033500931260607825,-0.0075838541284048988,0.018029236793203035,0.54487600866434238,-0.35901398171750459,3.7267246819787632,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1452.0634454556966,1451.2841606893733,1450.1609501704813,1449.9524916578043,0,57.776412835277554,57.738753086027259,57.684485335880957,57.674415326571356
4728,4.7279999999999998,-0.031578149851602455,-0.013643528782997266,0.019322636803832588,0.64075944912781169,-0.63515977624563602,3.7858003272957506,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1451.6729905014399,1450.4574298149869,1450.4413255103391,1450.0483847800194,0,57.757542799255326,57.69880826426909,57.698030238927458,57.679047573942782
4729,4.7290000000000001,-0.030583775245499295,-0.0072764814302488656,0.022785323287318554,0.69488337842593806,-0.35231479505410346,3.9423554511728263,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1452.321155898903,1450.1554187024524,1450.24849365309,1449.0393251605071,0,57.788868533286106,57.684218120547627,57.688714452976882,57.630309000149737
4730,4.7300000000000004,-0.032543320025234052,-0.0064298125488402025,0.0235450390775441,0.61615393471442337,-0.31746672196357179,3.9773037812616816,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1452.1386900036077,1449.8964151360647,1450.2884115130457,1448.7181483510692,0,57.780049484770338,57.671706524235404,57.690642865224426,57.614798356969061
4731,4.7309999999999999,-0.032392816420165754,-0.0094646984107356613,0.022031586732358416,0.63225965531219841,-0.4569101998553956,3.9099704302132658,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1451.5332945912539,1449.6587972575082,1450.1435008426306,1448.8278722859447,0,57.750791964798445,57.660228693144575,57.68364239126533,57.620097136080233
4732,4.7320000000000002,-0.030826612476545556,-0.0072426750481821289,0.02252954957081868,0.71196180959951649,-0.35971486883193465,3.9330141117742357,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1451.5944433680818,1449.3963696273229,1449.8111436175918,1448.463990917613,0,57.753746964141186,57.647553230287052,57.667587514969156,57.602525151403363
4733,4.7329999999999997,-0.028222098946232427,-0.0040076011591370087,0.017824172428947016,0.83827385326949488,-0.21669861719933636,3.7220178981577039,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1451.1908834264391,1449.6884129138577,1448.7535655108752,1448.7188369141134,0,57.734245843753122,57.661659203731851,57.616508704015722,57.614831608556514
4734,4.734,-0.035603792221796021,-0.0066899474931636782,0.015469142770485694,0.51545468266218075,-0.33948746329126778,3.6166389707852975,0.0012207403790398877,0.018311105685598315,0.16663106173894468,0.86865201133901782,-0.0013837706089756311,-0.0055350824359025243,0.49538987801327594,0,0,0.1892147587511826,0,0,0.88747825556199833,0,0,2.1576586199530015,0,0,-3.7720877712332528,0,0,-37.35465559862056,1.0471510971404157,0,0,0,0,944,0,1450.0352959360882,1450.0390447467603,1448.9428171074567,1448.4035326843264,0,57.67841529320313,57.678596386208852,57.625648193720465,57.599605748739712
4735,4.7350000000000003,-0.028717759804543885,-0.0072707628784459966,0.022317657643527861,0.83408618365444664,-0.36749747290322859,3.9250364072722235,0.0018311105685598315,0.018311105685598315,0.17578661458174383,0.87405353229787408,0,-0.011070164871805049,0.48570348375044653,0,0,0.19775994140446179,0,0,0.90884121219519642,0,0,2.1179845576342053,0,0,-4.1444135868404191,0,0,-36.805322428052612,1.0471510971404157,0,0,0,0,944,0,1450.6850282381238,1448.4949753758278,1449.3015926840271,1447.9901275666202,0,57.709804243239986,57.604021343278994,57.642975627833557,57.57964442554723
4736,4.7359999999999998,-0.03916631872006901,-0.0066633361703321847,0.018499052646882674,0.37313418602317167,-0.34179111843838461,3.7537110491039249,0.0018311105685598315,0.018311105685598315,0.17578661458174383,0.87405353229787408,0,-0.011070164871805049,0.48570348375044653,0,0,0.19775994140446179,0,0,0.90884121219519642,0,0,2.1179845576342053,0,0,-4.1444135868404191,0,0,-36.805322428052612,1.0471510971404157,0,0,0,0,944,0,1449.2111380320005,1449.3908991980011,1449.384501654006,1447.5215356307383,0,57.638606884955557,57.647289012828871,57.64698001690364,57.557020830346886
